Gene	Mean.Coverage	SD.Coverage	Length
ZBED5	11.3876945245	2.0336320854	2082
ZBED6	4.60116326531	1.13283134068	2940
TOMM40L	52.6610864486	18.9758732629	1712
MAVS	62.354342576	22.3854746063	2236
CTD-3214H19.4,PCP2	25.7659509202	27.912190414	326
RRAS2	43.91438399	35.6920436892	1599
DDX39B-AS1	3.85262773723	1.19792975223	137
FRMPD1	71.2039110651	19.6558604063	4835
FRMPD3	36.5072372512	21.2352442865	6432
FRMPD2	45.0017374631	29.8110847722	6780
SGSH	37.4084808511	24.566358407	2350
MSANTD4	83.9572623239	15.8420291437	1136
MSANTD1	33.5748012976	35.7336472791	1233
MSANTD2	54.0059542382	32.582561944	1923
MSANTD3	48.5266301703	7.60029150072	822
CTD-2008L17.2	3.05848324515	1.03676386937	567
RP11-22P4.1	0.127904191617	0.00827482284813	167
FAF1	53.9446984436	23.2920762986	4112
FAF2	65.9177575507	26.4255032301	2417
BRAP	63.6462571225	22.0086393388	2808
RP11-316M21.6	49.5856862745	9.97049813297	51
RPE	52.6607029478	34.0489627057	1764
RP1	69.0590277364	17.4136472125	6706
PRSS45,PRSS50	23.2666323907	17.488595893	389
RN7SL238P	0	0	9
IRX5	42.4194155844	33.5348114353	1848
IRX4	28.4555750577	30.0498101203	2165
IRX6	61.7022730423	19.6067928155	1443
IRX1	40.0853761468	29.9266441837	1635
IRX2	34.0123391813	31.297853663	1710
C1QTNF9-AS1	51.3154471545	15.5229463988	246
LCE1C	69.9069845361	16.2223801588	388
RP11-1102P16.1	2.09402597403	1.88644303998	385
CTC-326K19.6,SIGLEC11	43.3610784314	22.631604835	408
RTEL1	32.1891666667	7.71089164753	72
C1orf95	49.5505769231	31.9187079412	832
C1orf94	46.4668555835	27.1348481604	2382
AC005477.1	4.08729166667	1.64136746731	384
AMDHD2,CEMP1	55.9802962085	21.6148492033	844
RP11-135J2.4	40.4878431373	7.57405923233	51
OSMR	66.4820751566	25.1530669034	4790
RNU6-1083P	15.8320930233	3.31022050635	43
RP11-486O12.2	37.1918627451	18.6769851878	102
TRAJ10,TRAJ11;TRAJ12	21.875	0.216032404977	6
MIR410;MIR369,MIR409,MIR412	34.8334482759	3.88128317871	29
MARCH11	31.2201807229	31.1350544667	1494
MARCH10	65.9742149854	35.3773879004	3777
ZFP36L1	56.0740770465	32.6833726834	1869
ZFP36L2	22.4003973064	13.9957809311	1485
C8orf34,RP11-664D7.4	7.26606060606	0.0369915018906	33
SPPL2B	25.1083532934	22.3441021146	4008
AC073610.5,ARF3	63.0055063291	9.97707618018	158
CRELD1;IL17RC	8.78434782609	1.08438850002	23
LRSAM1	50.7580089989	20.644517742	4445
LINC00167	2.2152398524	1.48394458522	542
FER1L6	74.2577855861	19.3731495807	6688
SARS2	52.2438571429	30.3503749648	420
RP11-307L3.4	28.4164754098	15.7713578186	244
NACA	56.1691768776	21.3003762063	6937
PLP1	69.6967775832	31.8671564292	1713
PLP2	44.2693840985	15.3691520929	893
RP11-557C18.3	49.4624401914	19.3377999518	627
DCP1B	54.2949268739	29.189013422	3282
HEXDC	51.131110801	33.0917027609	3583
FXR1	55.3493268727	28.0872309886	3818
ARPP21	54.8420008569	25.9492317719	4668
SH3RF2	69.1744247492	17.2463879506	2990
SH3RF3	20.9051492537	16.1300366392	3752
PRLH	37.5109913793	22.9898061617	464
DACT2;DACT2	6.54333333333	4.351917585	6
ZNF556	71.6819482862	20.5481721306	1663
ZNF557	64.7067546322	19.6945711484	1781
ZNF554	57.9791782554	31.2728219026	2373
ZNF555	67.2793098237	17.8074468802	1985
ZNF551	85.249615	15.7668169096	2000
ZNF558	61.6858702433	24.9828842891	1603
MIR141	19.8378947368	2.05018416129	95
KNSTRN	51.9400837989	27.7575742722	2148
RP3-477O4.14	44.9498813559	19.387112775	590
RP11-45H22.3	3.42762962963	1.64567534396	405
OFD1	56.310873208	22.9458972595	5371
C1GALT1C1	67.2104685942	10.2165036967	1003
LRRC2	65.7071078431	22.3055450144	1836
LRRC3	63.2934237726	8.5264738345	774
IGHD5-5	25.7858333333	3.90029843181	36
SEPW1	40.0762980769	31.4344009629	832
COG8,PDF,RP11-343C2.12	14.4288421053	12.5140919599	95
RP11-161M6.2	4.93874589009	1.93024455864	2129
UQCC1	48.951939488	34.8582618534	2578
RP11-51J9.4	35.5468367347	11.1798758683	294
BBS1,CTD-3074O7.11,ZDHHC24	45.2613348946	29.2538039265	854
VAT1L	55.9251418787	31.0076940341	2044
SLBP	54.2934565499	33.0382466255	1542
AIFM2	57.4923405405	25.5310914811	1850
AIFM3	45.6678756058	24.4144729858	3714
AIFM1	71.7013342857	20.7994663824	3500
MUC5B	41.6136867533	30.0246857205	22768
CAPN6	69.0070953947	20.0385316838	3040
FRMD8	39.7387014061	25.0676396677	2418
FRMD5	57.8777650514	28.871434711	3405
CFHR2,CFHR4	35.0454307525	18.2787798484	917
DYNC1H1	69.7574167445	20.6251106532	19278
DOLPP1	67.0135940803	21.4410964861	1419
KIAA1211L	39.5409140586	34.1899311299	4026
PLAC4	26.1368	12.0349598047	550
KPNB1	63.6280445344	25.3823202332	4940
METTL7B	53.696122449	25.8505428817	833
AC007362.3	69.9113	22.1194809086	100
ATOX1	39.913047619	30.6596844854	420
DCAF4L1	83.317279597	12.4660347886	1191
DCAF4L2	82.8557828283	13.4255476442	1188
ZEB1	58.4494100295	22.355869028	4407
ZEB2	67.139965812	30.0675654242	5265
RNASEH2B	51.6385664336	26.3916727889	2002
RP11-864J10.4	47.0097458564	18.1116661128	905
WTIP	22.1729081081	27.7612164503	2775
RCE1	56.369564951	26.7696086292	1632
C7orf55,LUC7L2	67.5742857143	4.68137640549	259
CYP2A13	70.0607715517	22.2161277999	2320
ANKAR,OSGEPL1	27.71	1.37965374078	10
RP11-867G2.8	40.8146052051	24.7774513994	2267
AC034193.5	4.59154952077	2.02713922441	626
PLCG2	55.9082043472	25.5151807399	7223
PLCG1	59.8513563218	23.4505569169	6960
OR8A1	79.2044852192	12.234224764	981
C11orf31,TMX2-CTNND1	18.4395054945	2.62160957633	182
OGDHL	55.7254744526	23.9966349073	5206
MVD,SNAI3-AS1	16.2628571429	1.66248050472	21
PUS7L	61.9633604528	23.0163600979	2827
CTD-2213F21.3,NUBPL	10.3233333333	0.279547253012	6
HOXC9,RP11-834C11.12	44.5432653061	35.774764612	98
AC138969.4	0.161725146199	0.366183009678	1026
TNFRSF13B	56.8264367816	27.6265909936	1392
AC096644.1	2.04178733032	0.561158277374	442
FAM189B	37.723294371	25.205438583	3251
RP11-114H24.7;RN7SL214P	64.9376204819	22.9196931392	332
NDST2,RP11-574K11.31;NDST2	29.5025	15.9037361963	4
ENPP6	66.5570980587	17.6633449683	2009
ENPP7	55.9995283019	22.7360095098	1802
ENPP4	74.2790672589	21.1141296485	1576
ENPP2	61.204068804	25.5662215887	5552
ENPP3	62.8402624309	23.2726167802	5068
ENPP1	59.7845019231	25.3668049256	5200
ECHS1	46.5478829916	27.2066777395	1658
AC006130.3	53.7862040816	25.1468189307	245
MIR4499	0.368115942029	0.0582660066954	69
MIR4494	0.105119047619	0.00502860435237	84
MIR4495	0.100545454545	0.0131712244303	165
MIR4497	0.0321348314607	0.0126555692118	89
MIR4490	0.0644047619048	0.00700278610238	84
MIR4491	0.101437125749	0.0274690504724	167
MIR4493	0.171279069767	0.0129593617296	172
MIR449A	63.6958241758	7.51852040201	91
MIR449C	4.6622826087	0.155832420986	92
MPRIP	32.7979366701	31.0386250948	8811
SIX4	43.6210882632	31.3340788638	3161
SIX5	22.871542461	24.1139241136	2308
SIX1	39.5415594059	36.3286960586	1616
SIX2	71.8950924025	21.3994365253	974
SIX3	31.8591066545	20.3566266387	1097
LURAP1	60.9263788301	12.8570713594	718
ZMAT1	59.8803417044	28.0262365872	2429
ZMAT3	72.4132619048	23.6098840938	1260
ZMAT2	69.6279927339	21.1589239128	1101
ZMAT5	50.1619587629	21.7928995139	970
ZMAT4	48.353618677	35.7015172808	1542
AC120045.1	12.632195122	7.43559341566	82
AC120045.2	15.9017073171	12.6067444036	82
ASPHD1	51.9541550841	19.6141444615	1367
CTD-2216M2.1	32.9685714286	2.46114641309	49
AAED1	41.5119404187	32.4346726145	1242
MED13L	62.4807543147	22.9554264332	9850
MBL2	79.846820365	15.1320249158	1041
HIBCH	46.3688202867	21.4343460578	2721
SNAP25-AS1	49.8884677966	21.2584553589	1475
EIF4A1	65.2952560819	29.4876684695	1562
EIF4A3	59.1966507799	20.5456181179	2308
EIF4A2	73.9139734816	24.5512044224	2338
GIGYF2	58.9473513266	27.1826512982	6558
RP11-420A6.2	52.4780102041	14.0173249805	196
AL603650.2,AL603650.3,MIR3689A,MIR3689C,MIR3689D1;AL603650.1,AL603650.4,MIR3689B,MIR3689D2,MIR3689E	0.316530612245	0.0241997779267	49
TRBJ2-6,TRBJ2-7;TRBJ2-1,TRBJ2-2,TRBJ2-2P,TRBJ2-3,TRBJ2-4,TRBJ2-5	37.5493055556	4.0331647401	72
KDM2B,RNF34	91.604122807	3.73301553091	228
OR2Y1	68.552410148	18.4888240604	946
CYP26B1	45.2208807339	26.2016981757	2180
CKB	25.1620292208	15.6014610725	1848
COL4A3BP	47.5997675607	24.9937138059	3915
RBMX2	52.7483711048	23.1128769239	1412
OR5B21	64.6399903007	18.890765528	1031
TMEM256-PLSCR3	52.8428941441	38.1891418642	888
AMZ1	42.1610417715	24.4619886393	1987
AMZ2	68.2437283951	22.2765664438	1620
ZNF764	28.7951214772	17.600864204	1029
FAM43B	15.1304949495	18.4287279104	990
AC003102.3	32.2887894737	17.9172366993	570
AC003102.1	2.39279279279	0.54989614089	111
LZTS2	40.4276917431	28.8990285823	2725
LZTS3	32.1262770758	21.6434975996	2216
LZTS1	61.0146495209	25.0745083659	1983
PPAPDC3	50.3192244054	23.7132923064	967
PPAPDC2	43.0185923423	25.5313248309	888
CXorf65,FOXO4	47.9698039216	5.70900498868	51
TOPBP1	46.5832547368	24.7278853055	7125
GMPS	52.7999857428	27.581954215	3507
SNORD114-29;SNORD114-27,SNORD114-28	80.4478571429	1.58279021596	28
RP11-545N8.3	52.9945959596	12.1666388999	198
PRAMEF7	15.6789578005	30.3990433458	1564
NR0B2	47.5012855831	27.556500234	1089
NR0B1	35.302693032	21.5237414661	1593
C19orf18	56.5622144112	21.7912368075	1138
C19orf12	22.6624549846	31.4832969369	2277
C19orf10	43.2309148551	25.9249933101	1104
NUP88	60.4900838471	24.7216683435	4055
NUP85	62.9200373227	26.7420344783	4019
AC006445.8	4.23468864469	1.95637860404	546
AC005702.1,AC005702.2,AC005702.3,AC005702.4,MIR4737;HEATR6	0.36612244898	0.0123855302892	49
C19orf80,DOCK6	24.9127722772	23.098344971	606
RP11-212P7.3	23.6073432836	21.2539767314	1005
COLCA1	61.28872	20.53821539	375
COLCA2	9.11739285714	2.21829399613	560
LTA	69.4541904762	21.5883411691	840
SRXN1	38.3586079545	39.989108012	352
CACNA2D3-AS1	46.2367601246	25.8243013179	963
FAM127C	69.800994152	10.741952517	342
FAM127B	64.4081578947	10.8565083443	342
FAM127A	60.2561111111	13.1771232635	342
GATA4	43.8881748213	36.1531579594	1819
GATA5	16.4612295082	15.2888925639	1830
GATA3	62.5716	27.51492768	1725
GATA1	38.5293183099	15.7050252421	1775
CD74	55.12180839	31.2267225971	1764
CD70	45.0617065868	27.8180960153	1002
CD72	58.2876848719	34.6043274008	2069
AP1G1	56.3791297268	29.8334135197	5527
CHD2	57.5648076723	25.2979061207	9593
RP5-1119D9.4	36.9914705882	5.76874051444	102
ALOX12B,MIR4314	0.9626	0.0681777389009	50
WDR62	54.5657385441	27.2043078288	8009
WDR63	63.3819006085	23.8855656002	4930
WDR60	35.2570833333	23.48026593	5976
WDR66	62.1420914203	22.8534217258	5513
WDR64	40.6422807018	29.2304245709	5757
WDR65	36.864615019	36.8092356448	6312
AC007193.10	47.4763733333	25.0276587916	750
RAD21L1,SNPH	20.4530357143	23.0657602675	168
RAD21-AS1	2.52829787234	2.85326193497	564
CHTF18,RPUSD1	1.46795454545	0.0441761561202	44
FBL	63.1884593356	26.8624184677	1746
BUB1	62.188979376	22.4066789231	5673
STEAP2-AS1	19.989713877	23.5248004277	699
PRPF18,RP11-295P9.3	94.1320754717	1.41671798194	53
AC093391.2	38.287979798	9.54475975257	99
C12orf36	43.7140384615	38.3430355996	728
SCRT2	17.9127307206	12.4646012849	791
AC110792.1	0.102545454545	0.00591139303612	165
ADAT2,PEX3;RNA5SP221	49.0561111111	7.42770500136	36
NCBP2-AS1	19.4035555556	9.33301188317	90
NCBP2-AS2	5.7825879397	1.01018171099	398
COX8C,UNC79	30.7804081633	26.9017855123	98
ITCH	58.4345758052	22.5476261373	5092
MIA2,RP11-407N17.3	49.9252533784	22.8050774189	2368
RP11-349J5.2	64.737254902	3.13758000914	51
NKAIN4	18.8636123136	25.9260492224	2079
NKAIN3	30.8538477801	23.0809849994	1419
NKAIN1	32.7284252598	28.4729167933	1251
DNAJC25,DNAJC25-GNG10	16.5561029412	25.0777885936	816
GAS2L1	39.2015524911	28.902631833	2248
CXXC11	41.9793679342	27.7784179428	1946
SPRYD3	56.4307282913	30.2809645415	2499
SPRYD4	73.8698753463	19.7324309569	722
SPRYD7	49.9063036963	19.3458394681	1001
EML3,ROM1	1.97530612245	0.0586693432444	49
PDXP	7.06381533101	9.16469138271	574
C6orf163	10.4866666667	2.51154068305	990
C6orf164	5.08973799127	1.06024323649	229
UTP15	63.6531137725	21.9364100833	2672
PSMD11	62.2808441318	25.7990685941	2701
PSMD10	81.3213402062	12.9626363473	1067
PSMD13	64.209540636	21.3821029511	2264
PSMD12	52.8327841133	25.7246004839	2543
AC002398.12	5.15935483871	1.36612634962	186
ZSCAN16	63.9101952085	20.5248787553	1127
RP5-1071N3.1	6.02351851852	0.520219786073	108
COX7A2L	52.7010701754	19.09594024	570
GDF15,MIR3189	41.4505263158	3.04785438863	19
PRIM2	38.6978556353	26.4077001937	2369
NOBOX	28.1495134281	22.2774196114	3165
TRAJ46;TRAJ47	18.6311764706	0.634703497242	17
CTC-273B12.10	19.049375	2.33247610021	32
PRPH2	69.9812611156	20.9652339711	1237
IGKV2D-26	29.1958396947	10.6691938487	524
SUPT5H	62.202804639	24.4113638458	6122
FAM98C	50.9351570531	33.4570738822	1751
FAM98B	36.3379111762	25.2273758469	2049
FAM98A	74.4514502164	24.5613919259	2310
TRBV30	21.7918333333	6.39782915732	480
AP000721.4,OTUB1	11.3415328467	3.69915253942	274
MAT1A	68.5020385396	26.4434499385	1972
AC079354.2,SUMO1	5.0736	0.79978252146	50
AC012370.2	7.35464705882	1.31576878966	170
LRRC19	63.2018475336	18.9492290193	1115
LRRC17	70.4864477612	17.0034481696	1340
LRRC14	70.0907211538	17.0889436452	1664
LRRC15	60.1103536977	23.4637815219	1866
LRRC10	57.7837290168	13.7602223009	834
CHRNA4	32.501339111	30.4968853376	3577
CHRNA5	64.0646360382	28.0379145463	1676
CHRNA6	81.0071406883	13.6302234339	1976
CHRNA1	71.8367341928	19.309081052	1629
CHRNA3	61.9738595618	26.3521369847	2008
CHRNA9	77.051239083	19.7936653401	1832
RP11-94B19.4	0.186842105263	0.0210791293026	266
RP5-1050D4.2	42.4815072464	15.89977534	345
RP5-1050D4.3	27.8464150943	15.1402936785	53
RP5-1050D4.4	5.25686868687	1.28042056744	99
MAPT-AS1	40.2123529412	5.62589416937	34
MDGA1	36.9554922059	25.6065314936	4683
MDGA2	43.5094686907	33.1207814699	5270
NOTCH2NL	92.7269852941	2.93277123904	136
RP11-981P6.1	29.8163265306	7.1986380928	49
GLO1	48.1622009569	20.0169863866	1045
NPY1R	67.6169020867	20.3915021564	1246
MRPL10	49.7317059243	28.2072590052	1401
MRPL12	83.5256	1.55236400371	25
MRPL14	82.329314587	14.8065383964	569
MRPL16	79.5736	21.2297164697	1050
MRPL17	68.0826104972	19.9973765142	724
MRPL18	54.3121624851	19.281359729	837
MRPL19	46.1400832178	29.5338351699	1442
AC012317.1	3.15713224368	1.78998751543	673
ARV1,TTC13	1.496	0.0909829365147	20
TEKT1	69.7728366152	22.2463074556	1879
TEKT3	68.1459990597	22.0917532624	2127
TEKT2	48.5003869185	22.4263931457	2171
TEKT5	73.2059872923	19.7376800379	2046
TEKT4	38.0263370202	25.3663843989	1537
FAM157C,RP11-356C4.5	4.74366888519	1.66092570725	1202
MROH9	43.6567273883	31.8023333448	4721
MROH8	40.5832626302	27.4170472889	5186
KIFAP3	51.9941530182	23.2765712408	4274
MROH5	32.0468938067	20.3865750681	6281
MROH6	21.1192267406	17.7561328207	3246
MROH1	21.0308396147	25.6839999182	4776
SERINC4	52.2255365854	37.2611026611	1230
KIAA0226	57.0361927711	25.3632252497	5395
PNPO	61.3554795737	33.0116883124	1126
LINC00843	4.43152317881	1.44658298453	151
LINC00842	2.38423931624	2.51976219473	585
FAM186A	10.3609561753	2.92764439132	7781
KIAA1430	37.2489631107	18.8172590439	2006
KIAA1432	67.7444266467	24.3461038399	6680
TRIM58	43.8783486735	31.3345932641	1847
TRIM55	64.8904935543	21.7644386683	2715
TRIM54	40.9234940945	26.8133324347	2032
TRIM56	53.3298897371	30.7102593127	2358
TRIM51	57.850862256	21.3484567067	1844
TRIM50	52.9139708103	31.7050699639	1987
USB1	50.5780511571	29.4658731467	1642
AL160175.1	0.336274509804	0.11019910679	51
FAM103A1;C15orf40	62.0366666667	1.67201226072	9
ANKRD33B	4.96181953396	2.90904564056	2017
SNHG1;SNHG1	57.9807755102	11.6940819725	490
MIR4645;RP11-420G6.4	0.15	1.40216029215e-16	49
ACO1	60.3063539724	29.774707113	5362
MRPS18B	71.132	18.0372813176	1365
MRPS18C	66.8846007605	17.8984041627	789
DNAJC16	72.1604230118	21.396718503	3546
DNAJC14	77.8845238095	13.4302459001	1134
DNAJC15	44.2903605514	20.2963005341	943
DNAJC12	51.1020617761	36.2265444106	1295
DNAJC13	59.3400775131	21.86740447	12385
DNAJC11	62.2169673025	26.0920472473	3670
DNAJC19	51.8015668203	23.5877621895	868
MUC1	39.8368543172	35.2847069652	2629
SWSAP1	69.3975637755	23.6100738626	784
MIR101-2	84.05125	10.1966921924	16
MIR101-1	56.6924	8.25536661487	75
ARGFX	63.6547648419	32.4949964994	1297
FAM208B	71.459120411	17.8254926945	7981
PFKFB2,YOD1	43.5938	20.6991140643	150
VTN	55.6361310541	23.7784436389	1755
OXGR1	68.6657775591	15.2924328364	1016
SNF8	69.0489728097	26.982164967	1324
PMM2	40.8868375073	27.7892476285	1717
PMM1	47.8458940012	26.5812482732	1717
CHKB-CPT1B,CPT1B	51.9075317919	25.7402572669	1730
H19	13.6819350215	12.1150708111	2093
MUS81	56.0415471167	24.2768405884	2844
CLEC1B	71.0436019622	24.0815592808	1427
hsa-mir-3181	0.0320547945205	0.015088526188	73
CCBL2,RBMXL1	32.516969697	8.08362838498	99
SH2B2	17.3245340383	24.2679956423	3026
RP11-67H2.1	4.57307692308	1.18508147591	182
VAX2	28.2461856618	20.3458880581	1088
VAX1	37.4975575101	30.4545702449	1478
CTD-2132N18.3,KAT2A	66.6711292346	28.7263803519	797
OR6X1	79.0255347871	9.30315033935	963
ACADVL	59.5887738562	26.1598592968	3825
CD274	60.2837285714	16.1494163359	1400
CD276	39.8635914397	20.6011029662	2570
TTLL1	71.6946983185	28.4072754597	2022
TTLL8	29.5839714918	23.9617278566	4069
MIR5692C1	0.0915789473684	0.00365605664738	190
MIR5692C2	0.107272727273	0.00661663844457	77
BCL2L2-PABPN1	5.58198895028	0.895797236414	181
MIR765	67.0776315789	7.48411536766	114
ZNF702P	67.8903846154	10.2323702602	156
CTD-2012K14.2	71.925177453	24.5679279297	479
PHF21A	53.8651308388	26.1082657233	4089
BPGM	71.9738724374	13.9727554515	878
GHR	59.5519233167	30.2182643639	3208
GH1	91.3530373832	8.81746347057	642
VIPR1-AS1	41.9517004505	24.6866327803	888
AC012414.1	0.161325611326	0.201081273704	777
C15orf53	54.2092930781	21.8160242404	679
MIR4698	0.142875	0.00749577940315	80
MIR4699	0.144189189189	0.0161335824994	74
MIR4692	0.160634920635	0.00997949767192	63
MIR4693	0.11	1.11769935842e-16	75
MIR4690	32.99	6.35416398907	60
MIR4691	0.233176470588	0.0114654516977	85
MIR4696	0.183428571429	0.0135010159881	70
MIR4694	0.152	0.0106021254139	80
MIR4695	61.3702702703	2.49508227167	74
AC009505.2	28.8911764706	13.035904439	102
ITPKC	51.1870378788	27.0971007066	2640
ITPKB	59.5028830124	23.4375256935	3479
ITPK1	44.954384058	29.3389688513	2484
AC019221.4,DGKD	0.00358974358974	0.00537400149216	39
ABCD3	53.5436009227	22.8486030826	4335
ABCD2	70.1815008052	19.1362513145	3105
ABCD4	56.0680239726	23.3400315656	2920
MIR544B	0.632307692308	0.030362445914	78
ATF5,CTC-326K19.6	70.5804081633	7.11701773895	49
GPNMB	73.4643360235	19.6970233093	2726
CCDC144A,RP11-219A15.1	23.157721874	24.2785524003	6062
SLC22A10,SLC22A25	43.3075266525	26.0139984043	938
GSTO2	54.1287558685	25.9570869057	1278
OPALIN	67.7051512097	24.0893815007	992
RP11-843P14.1	65.463877551	19.9110413669	98
RP11-843P14.2	55.0085131195	21.2124583375	343
SDSL	41.1291000479	32.0299308366	2089
RP1-27O5.3,ZBTB8B	10.3354028732	2.68027985539	1601
RP1-27O5.3,ZBTB8A	34.4403688525	15.420873469	244
PHTF2	36.7604586502	22.99819603	4208
USPL1	73.3159263927	18.7522806169	3967
HCST,TYROBP	7.56956521739	0.584671456001	23
C14orf180	20.4462106299	27.7558138926	1016
C14orf183	36.7748187809	23.1226197591	1214
C14orf182	70.4503071017	24.9674342414	521
AQP10	66.8137204301	26.3243969302	1395
SAYSD1	71.0275426136	27.5553708135	704
IL18BP	51.7708240081	21.6193881981	983
BPTF	56.6755663456	27.0626786541	12872
RP11-379H8.1	2.7380239521	0.883084844619	167
RP1-28H20.3,TP53RK	13.834	0.990370301116	25
AC092675.3	5.75421532847	1.56628950711	548
LMCD1	76.3622031122	23.6522538657	1221
KAT5	64.149665109	28.1004733327	2568
RP11-166N17.1	37.4826470588	8.09253621732	102
TMEM52B	56.1622529224	25.8601791931	941
APCDD1	49.9514615662	37.7787452056	2771
FAM73A,RNA5SP21	7.70947368421	0.585324921012	19
LST3,RP11-125O5.2,SLCO1B3,SLCO1B7	47.9102136752	32.3649102085	468
SNORD83B	49.9668817204	11.8431641427	93
CTB-55O6.4	59.8178431373	7.80635620856	51
KIAA0368	41.552455597	26.6930452792	10979
ABHD14A-ACY1,ACY1	59.6597334444	26.4180655032	2401
CDK5R1	79.6102489177	15.6103314416	924
CDK5R2	33.1018490879	33.6788707784	1206
GOPC	57.4871400491	22.919934282	2035
RAD52	60.5664584892	29.0343524207	2674
TRIM49D1	0.951968325792	1.93713703603	1326
RP11-6N17.10	61.8179069767	20.5298022406	258
A1BG-AS1,CTD-2619J13.8	42.0820253165	33.291831417	237
ZNF879	15.5415513834	9.38127457591	2024
ZNF878	57.0048305572	24.9725252807	1741
RP3-511B24.6	6.66341772152	9.78470597654	158
CPLX2	22.73688	9.55815933962	625
CPLX3	49.8213417191	15.452052809	477
CPLX4	52.688875817	26.565189383	765
RP11-59N23.1	27.5749019608	5.80636456745	51
GRPEL1	68.3501028807	24.1922831061	972
GRPEL2	62.56212932	30.3597287565	897
TSFM	24.6248636364	15.5730180476	1320
AC135048.1,HSD3B7	37.4278881988	13.4832663758	322
NMNAT2	57.4443732719	24.161381865	2170
NMNAT3	42.3856709957	31.3413413415	1155
ACTR8	62.6109725849	26.6075962602	3064
ACTR5	54.918668955	27.9566323131	2622
ACTR3	53.0807237687	21.93206233	2335
ACTR2	63.6400588235	26.6030086922	2210
FARP1,RNF113B	58.9370408163	10.8901642191	98
MPLKIP	37.3302664577	33.1134909464	638
AC064852.4	31.7572064777	13.2934033357	247
SMURF1	64.9103230769	25.9068364624	3250
SMURF2	55.9687721858	24.9467072175	4113
CCDC144NL	46.7922569444	29.3078169091	864
FAM192A	69.5468425076	23.3719191966	1308
RP11-872D17.4	65.3716811594	26.1313455087	345
RP11-872D17.8	10.4243646409	21.9917079893	181
RP11-1026M7.2	0.771021126761	0.664294316912	284
GLIS2	38.9542349206	25.3636385279	1575
GLIS3	58.7343096647	29.3775712995	4056
GLIS1	39.9494546881	23.2693070504	2549
RP11-328M4.3	6.39728571429	1.04950025142	350
ADPGK-AS1	2.1075	1.18933432664	492
SPP1	59.8000822079	31.7061523256	1703
SPP2	67.8692698413	16.9898422797	1260
MIR4508	0.0986390532544	0.00823284010784	169
MIR4500	0.174736842105	0.0050262468995	76
FBXW9	46.4669036792	25.3277895623	2419
FBXW4	59.2440227048	30.2098294078	2026
FBXW7	61.8325541712	28.630866875	3692
GPLD1	63.7898427609	21.4823350984	4897
SRRM4	30.3728122717	17.7275894923	2738
